Country;Country Code;District;District Code;Cadastre;Cadastre Code
Czech Republic;CZ;Bruntál;3801;Nové Heřminovy;706183
Czech Republic;CZ;Bruntál;3801;Nové Purkartice;663417
Czech Republic;CZ;Bruntál;3801;Nový Les;750557
Czech Republic;CZ;Bruntál;3801;Oborná;613231
Czech Republic;CZ;Bruntál;3801;Ondřejov u Rýmařova;744611
Czech Republic;CZ;Bruntál;3801;Opavice;683884
Czech Republic;CZ;Bruntál;3801;Opavské Předměstí;674630
Czech Republic;CZ;Bruntál;3801;Osoblaha;713295
Czech Republic;CZ;Bruntál;3801;Pelhřimovy;750565
Czech Republic;CZ;Bruntál;3801;Petrovice ve Slezsku;656984
Czech Republic;CZ;Bruntál;3801;Piskořov;693405
Czech Republic;CZ;Bruntál;3801;Pitárné;788007
Czech Republic;CZ;Bruntál;3801;Podlesí pod Pradědem;743364
Czech Republic;CZ;Bruntál;3801;Radim u Brantic;609498
Czech Republic;CZ;Bruntál;3801;Razová;739987
Czech Republic;CZ;Bruntál;3801;Rejchartice;633887
Czech Republic;CZ;Bruntál;3801;Rešov;740179
Czech Republic;CZ;Bruntál;3801;Roudno;741841
Czech Republic;CZ;Bruntál;3801;Ruda u Rýmařova;743208
Czech Republic;CZ;Bruntál;3801;Rudíkovy;770639
Czech Republic;CZ;Bruntál;3801;Rusín;743682
Czech Republic;CZ;Bruntál;3801;Rýmařov;744468
Czech Republic;CZ;Bruntál;3801;Ryžoviště;744751
Czech Republic;CZ;Bruntál;3801;Sádek u Dívčího Hradu;626155
Czech Republic;CZ;Bruntál;3801;Skály u Rýmařova;748170
Czech Republic;CZ;Bruntál;3801;Skrbovice;762636
Czech Republic;CZ;Bruntál;3801;Slezská Harta;680028
Czech Republic;CZ;Bruntál;3801;Slezské Pavlovice;713309
Czech Republic;CZ;Bruntál;3801;Slezský Kočov;613291
Czech Republic;CZ;Bruntál;3801;Sovinec;752665
Czech Republic;CZ;Bruntál;3801;Spálené;640891
Czech Republic;CZ;Bruntál;3801;Stará Rudná;743372
Czech Republic;CZ;Bruntál;3801;Stará Ves u Rýmařova;753912
Czech Republic;CZ;Bruntál;3801;Stará Voda v Jeseníkách;760447
Czech Republic;CZ;Bruntál;3801;Staré Heřminovy;754307
Czech Republic;CZ;Bruntál;3801;Staré Město u Bruntálu;613312
Czech Republic;CZ;Bruntál;3801;Staré Purkartice;646113
Czech Republic;CZ;Bruntál;3801;Stránské;744620
Czech Republic;CZ;Bruntál;3801;Stříbrné Hory;643556
Czech Republic;CZ;Bruntál;3801;Studnice u Osoblahy;713317
Czech Republic;CZ;Bruntál;3801;Suchá Rudná;760455
Czech Republic;CZ;Bruntál;3801;Světlá ve Slezsku;760463
Czech Republic;CZ;Bruntál;3801;Svobodné Heřmanice;761133
Czech Republic;CZ;Bruntál;3801;Široká Niva;762644
Czech Republic;CZ;Bruntál;3801;Těchanov;765333
Czech Republic;CZ;Bruntál;3801;Třemešná;770647
Czech Republic;CZ;Bruntál;3801;Tvrdkov;772011
Czech Republic;CZ;Bruntál;3801;Tylov;686671
Czech Republic;CZ;Bruntál;3801;Úvalno;775711
Czech Republic;CZ;Bruntál;3801;Vajglov;615005
Czech Republic;CZ;Bruntál;3801;Valšov;776637
Czech Republic;CZ;Bruntál;3801;Valštejn;650391
Czech Republic;CZ;Bruntál;3801;Velká Štáhle;615013
Czech Republic;CZ;Bruntál;3801;Ves Rudoltice;750522
Czech Republic;CZ;Bruntál;3801;Víno;750531
Czech Republic;CZ;Bruntál;3801;Vraclávek;646121
Czech Republic;CZ;Bruntál;3801;Vrbno pod Pradědem;786080
Czech Republic;CZ;Bruntál;3801;Vysoká ve Slezsku;788015
Czech Republic;CZ;Bruntál;3801;Zátor;791202
Czech Republic;CZ;Bruntál;3801;Ztracená Voda;650404
Czech Republic;CZ;Bruntál;3801;Žďárský Potok;753921
Czech Republic;CZ;Bruntál;3801;Železná pod Pradědem;786098
Czech Republic;CZ;Bruntál;3801;Životice u Dívčího Hradu;626163
Czech Republic;CZ;Břeclav;3704;Bavory;601209
Czech Republic;CZ;Břeclav;3704;Bohumilice;606383
Czech Republic;CZ;Břeclav;3704;Boleradice;607118
Czech Republic;CZ;Břeclav;3704;Borkovany;607592
Czech Republic;CZ;Břeclav;3704;Bořetice u Hustopečí;608157
Czech Republic;CZ;Břeclav;3704;Brod nad Dyjí;612642
Czech Republic;CZ;Břeclav;3704;Brumovice;613096
Czech Republic;CZ;Břeclav;3704;Břeclav;613584
Czech Republic;CZ;Břeclav;3704;Březí u Mikulova;613908
Czech Republic;CZ;Břeclav;3704;Bulhary;616168
Czech Republic;CZ;Břeclav;3704;Diváky;626139
Czech Republic;CZ;Břeclav;3704;Dobré Pole;627259
Czech Republic;CZ;Břeclav;3704;Dolní Dunajovice;628964
Czech Republic;CZ;Břeclav;3704;Dolní Věstonice;630331
Czech Republic;CZ;Břeclav;3704;Drnholec;632520
Czech Republic;CZ;Břeclav;3704;Hlohovec;639435
Czech Republic;CZ;Břeclav;3704;Horní Bojanovice;642444
Czech Republic;CZ;Břeclav;3704;Horní Věstonice;644579
Czech Republic;CZ;Břeclav;3704;Hrušky;648701
Czech Republic;CZ;Břeclav;3704;Hustopeče u Brna;649864
Czech Republic;CZ;Břeclav;3704;Charvátská Nová Ves;650684
Czech Republic;CZ;Břeclav;3704;Jevišovka;659363
Czech Republic;CZ;Břeclav;3704;Kašnice;664359
Czech Republic;CZ;Břeclav;3704;Klentnice;666149
Czech Republic;CZ;Břeclav;3704;Klobouky u Brna;666408
Czech Republic;CZ;Břeclav;3704;Kobylí na Moravě;667455
Czech Republic;CZ;Břeclav;3704;Kostice;670588
Czech Republic;CZ;Břeclav;3704;Krumvíř;675211
Czech Republic;CZ;Břeclav;3704;Křepice u Hustopečí;675946
Czech Republic;CZ;Břeclav;3704;Kurdějov;677591
Czech Republic;CZ;Břeclav;3704;Ladná;678872
Czech Republic;CZ;Břeclav;3704;Lanžhot;679119
Czech Republic;CZ;Břeclav;3704;Lednice na Moravě;679828
Czech Republic;CZ;Břeclav;3704;Mikulov na Moravě;694193
Czech Republic;CZ;Břeclav;3704;Milovice u Mikulova;695211
Czech Republic;CZ;Břeclav;3704;Moravská Nová Ves;698792
Czech Republic;CZ;Břeclav;3704;Moravský Žižkov;699250
Czech Republic;CZ;Břeclav;3704;Morkůvky;699284
Czech Republic;CZ;Břeclav;3704;Nejdek u Lednice;679836
Czech Republic;CZ;Břeclav;3704;Němčičky u Hustopečí;703061
Czech Republic;CZ;Břeclav;3704;Nikolčice;704555
Czech Republic;CZ;Břeclav;3704;Nové Mlýny;736325
Czech Republic;CZ;Břeclav;3704;Novosedly na Moravě;706973
Czech Republic;CZ;Břeclav;3704;Nový Přerov;707864
Czech Republic;CZ;Břeclav;3704;Pavlov u Dolních Věstonic;718394
Czech Republic;CZ;Břeclav;3704;Perná;719242
Czech Republic;CZ;Břeclav;3704;Podivín;723835
Czech Republic;CZ;Břeclav;3704;Popice;725757
Czech Republic;CZ;Břeclav;3704;Poštorná;726346
Czech Republic;CZ;Břeclav;3704;Pouzdřany;726729
Czech Republic;CZ;Břeclav;3704;Přítluky;736333
Czech Republic;CZ;Břeclav;3704;Rakvice;739201
Czech Republic;CZ;Břeclav;3704;Sedlec u Mikulova;746789
Czech Republic;CZ;Břeclav;3704;Starovice;754871
Czech Republic;CZ;Břeclav;3704;Starovičky;754889
Czech Republic;CZ;Břeclav;3704;Strachotín;755893
Czech Republic;CZ;Břeclav;3704;Šakvice;761915
Czech Republic;CZ;Břeclav;3704;Šitbořice;762687
Czech Republic;CZ;Břeclav;3704;Tvrdonice;772020
Czech Republic;CZ;Břeclav;3704;Týnec na Moravě;772321
Czech Republic;CZ;Břeclav;3704;Uherčice u Hustopečí;772810
Czech Republic;CZ;Břeclav;3704;Úvaly u Valtic;776688
Czech Republic;CZ;Břeclav;3704;Valtice;776696
Czech Republic;CZ;Břeclav;3704;Velké Bílovice;778672
Czech Republic;CZ;Břeclav;3704;Velké Hostěrádky;778800
Czech Republic;CZ;Břeclav;3704;Velké Němčice;779229
Czech Republic;CZ;Břeclav;3704;Velké Pavlovice;779245
Czech Republic;CZ;Břeclav;3704;Vrbice u Velkých Pavlovic;785962
Czech Republic;CZ;Břeclav;3704;Zaječí;790346
Czech Republic;CZ;Česká Lípa;3501;Arnultovice u Nového Boru;707147
Czech Republic;CZ;Česká Lípa;3501;Bezděz;603686
Czech Republic;CZ;Česká Lípa;3501;Blatce;605115
Czech Republic;CZ;Česká Lípa;3501;Blíževedly;605662
Czech Republic;CZ;Česká Lípa;3501;Bohatice u Zákup;606014
Czech Republic;CZ;Česká Lípa;3501;Boreček;918407
Czech Republic;CZ;Česká Lípa;3501;Božíkov;790524
Czech Republic;CZ;Česká Lípa;3501;Brenná;609820
Czech Republic;CZ;Česká Lípa;3501;Brniště;609978
Czech Republic;CZ;Česká Lípa;3501;Břevniště pod Ralskem;613851
Czech Republic;CZ;Česká Lípa;3501;Bukovany u Nového Boru;615897
Czech Republic;CZ;Česká Lípa;3501;Cvikov;618080
Czech Republic;CZ;Česká Lípa;3501;Častolovice u České Lípy;621609
Czech Republic;CZ;Česká Lípa;3501;Česká Lípa;621382
Czech Republic;CZ;Česká Lípa;3501;Deštná u Dubé;790508
Czech Republic;CZ;Česká Lípa;3501;Dobranov;627127
Czech Republic;CZ;Česká Lípa;3501;Doksy u Máchova jezera;628212
Czech Republic;CZ;Česká Lípa;3501;Dolní Libchava;621544
Czech Republic;CZ;Česká Lípa;3501;Dolní Police;794473
Czech Republic;CZ;Česká Lípa;3501;Dolní Prysk;734039
Czech Republic;CZ;Česká Lípa;3501;Dolní Světlá pod Luží;675016
Czech Republic;CZ;Česká Lípa;3501;Domašice;630624
Czech Republic;CZ;Česká Lípa;3501;Dražejov u Dubé;633283
Czech Republic;CZ;Česká Lípa;3501;Drchlava;632490
Czech Republic;CZ;Česká Lípa;3501;Drnovec;618098
Czech Republic;CZ;Česká Lípa;3501;Dřevčice;632945
Czech Republic;CZ;Česká Lípa;3501;Dubá;633291
Czech Republic;CZ;Česká Lípa;3501;Dubice u České Lípy;621528
Czech Republic;CZ;Česká Lípa;3501;Dubnice pod Ralskem;633666
Czech Republic;CZ;Česká Lípa;3501;Hamr na Jezeře;637033
Czech Republic;CZ;Česká Lípa;3501;Heřmanice u Žandova;638579
Czech Republic;CZ;Česká Lípa;3501;Heřmaničky u Dobranova;783668
Czech Republic;CZ;Česká Lípa;3501;Heřmánky;632953
Czech Republic;CZ;Česká Lípa;3501;Hlemýždí;609986
Czech Republic;CZ;Česká Lípa;3501;Holany;640735
Czech Republic;CZ;Česká Lípa;3501;Horky u Dubé;669482
Czech Republic;CZ;Česká Lípa;3501;Horní Krupá;918415
Czech Republic;CZ;Česká Lípa;3501;Horní Libchava;643319
Czech Republic;CZ;Česká Lípa;3501;Horní Police;643823
Czech Republic;CZ;Česká Lípa;3501;Horní Prysk;734047
Czech Republic;CZ;Česká Lípa;3501;Horní Světlá pod Luží;675024
Czech Republic;CZ;Česká Lípa;3501;Houska;605140
Czech Republic;CZ;Česká Lípa;3501;Hradčany nad Ploučnicí;918423
Czech Republic;CZ;Česká Lípa;3501;Hvězda pod Vlhoštěm;605671
Czech Republic;CZ;Česká Lípa;3501;Chlum u Dubé;651532
Czech Republic;CZ;Česká Lípa;3501;Chotovice u Nového Boru;653381
Czech Republic;CZ;Česká Lípa;3501;Jabloneček;799106
Czech Republic;CZ;Česká Lípa;3501;Janov u Nového Boru;750620
Czech Republic;CZ;Česká Lípa;3501;Janovice u Kravař;657034
Czech Republic;CZ;Česká Lípa;3501;Jestřebí u České Lípy;659061
Czech Republic;CZ;Česká Lípa;3501;Jezvé;757306
Czech Republic;CZ;Česká Lípa;3501;Kamenice u Zákup;662534
Czech Republic;CZ;Česká Lípa;3501;Kamenický Šenov;662640
Czech Republic;CZ;Česká Lípa;3501;Korce;669491
Czech Republic;CZ;Česká Lípa;3501;Kozly u České Lípy;671819
Czech Republic;CZ;Česká Lípa;3501;Kravaře v Čechách;674184
Czech Republic;CZ;Česká Lípa;3501;Krompach;675032
Czech Republic;CZ;Česká Lípa;3501;Kruh v Podbezdězí;795127
Czech Republic;CZ;Česká Lípa;3501;Kunratice u Cvikova;677426
Czech Republic;CZ;Česká Lípa;3501;Kuřívody;739227
Czech Republic;CZ;Česká Lípa;3501;Kvítkov u České Lípy;678384
Czech Republic;CZ;Česká Lípa;3501;Lada;621595
Czech Republic;CZ;Česká Lípa;3501;Lasvice;790532
Czech Republic;CZ;Česká Lípa;3501;Lhota u Dřevčic;791211
Czech Republic;CZ;Česká Lípa;3501;Lindava;683833
Czech Republic;CZ;Česká Lípa;3501;Litice;685291
Czech Republic;CZ;Česká Lípa;3501;Loubí pod Vlhoštěm;640751
Czech Republic;CZ;Česká Lípa;3501;Luhov u Mimoně;688584
Czech Republic;CZ;Česká Lípa;3501;Luka;688649
Czech Republic;CZ;Česká Lípa;3501;Manušice;691542
Czech Republic;CZ;Česká Lípa;3501;Maršovice u Dubé;798461
Czech Republic;CZ;Česká Lípa;3501;Mařenice;692174
Czech Republic;CZ;Česká Lípa;3501;Mařeničky;692182
Czech Republic;CZ;Česká Lípa;3501;Mimoň;695254
Czech Republic;CZ;Česká Lípa;3501;Mistrovice u Nového Oldřichova;707821
Czech Republic;CZ;Česká Lípa;3501;Naděje;618101
Czech Republic;CZ;Česká Lípa;3501;Náhlov;918440
Czech Republic;CZ;Česká Lípa;3501;Nedamov;702161
Czech Republic;CZ;Česká Lípa;3501;Noviny pod Ralskem;706868
Czech Republic;CZ;Česká Lípa;3501;Nový Bor;707155
Czech Republic;CZ;Česká Lípa;3501;Nový Oldřichov;707830
Czech Republic;CZ;Česká Lípa;3501;Obora v Podbezdězí;709468
Czech Republic;CZ;Česká Lípa;3501;Okna v Podbezdězí;709476
Czech Republic;CZ;Česká Lípa;3501;Okrouhlá u Nového Boru;709573
Czech Republic;CZ;Česká Lípa;3501;Okřešice u České Lípy;709743
Czech Republic;CZ;Česká Lípa;3501;Pavličky;771287
Czech Republic;CZ;Česká Lípa;3501;Pavlovice u Jestřebí;718548
Czech Republic;CZ;Česká Lípa;3501;Pertoltice pod Ralskem;695262
Czech Republic;CZ;Česká Lípa;3501;Pihel;720585
Czech Republic;CZ;Česká Lípa;3501;Písečná u Dobranova;720666
Czech Republic;CZ;Česká Lípa;3501;Ploužnice pod Ralskem;918458
Czech Republic;CZ;Česká Lípa;3501;Polevsko;725269
Czech Republic;CZ;Česká Lípa;3501;Prácheň;732770
Czech Republic;CZ;Česká Lípa;3501;Provodín;733865
Czech Republic;CZ;Česká Lípa;3501;Radeč u Horní Police;737445
Czech Republic;CZ;Česká Lípa;3501;Radvanec;750646
Czech Republic;CZ;Česká Lípa;3501;Rané;674192
Czech Republic;CZ;Česká Lípa;3501;Skalice u České Lípy;747904
Czech Republic;CZ;Česká Lípa;3501;Skalka u Blíževedel;748030
Czech Republic;CZ;Česká Lípa;3501;Skalka u Doks;748072
Czech Republic;CZ;Česká Lípa;3501;Sloup v Čechách;750654
Czech Republic;CZ;Česká Lípa;3501;Slunečná u České Lípy;750760
Czech Republic;CZ;Česká Lípa;3501;Sosnová u České Lípy;752461
Czech Republic;CZ;Česká Lípa;3501;Srní u České Lípy;753114
Czech Republic;CZ;Česká Lípa;3501;Stará Lípa;621439
Czech Republic;CZ;Česká Lípa;3501;Starý Šidlov;790559
Czech Republic;CZ;Česká Lípa;3501;Stráž pod Ralskem;756466
Czech Republic;CZ;Česká Lípa;3501;Stráž u České Lípy;757314
Czech Republic;CZ;Česká Lípa;3501;Stružnice;757322
Czech Republic;CZ;Česká Lípa;3501;Stvolínecké Petrovice;758647
Czech Republic;CZ;Česká Lípa;3501;Stvolínky;758655
Czech Republic;CZ;Česká Lípa;3501;Svébořice;799114
Czech Republic;CZ;Česká Lípa;3501;Svitava;683841
Czech Republic;CZ;Česká Lípa;3501;Svojkov;761214
Czech Republic;CZ;Česká Lípa;3501;Svor;761494
Czech Republic;CZ;Česká Lípa;3501;Šváby;790265
Czech Republic;CZ;Česká Lípa;3501;Tachov u Doks;764957
Czech Republic;CZ;Česká Lípa;3501;Trávník u Cvikova;618110
Czech Republic;CZ;Česká Lípa;3501;Tubož;605166
Czech Republic;CZ;Česká Lípa;3501;Tuhaň u Dubé;771295
Czech Republic;CZ;Česká Lípa;3501;Tuhanec;771309
Czech Republic;CZ;Česká Lípa;3501;Újezd u Jestřebí;659070
Czech Republic;CZ;Česká Lípa;3501;Valteřice u Žandova;776653
Czech Republic;CZ;Česká Lípa;3501;Velenice u Zákup;777773
Czech Republic;CZ;Česká Lípa;3501;Velká Javorská;778397
Czech Republic;CZ;Česká Lípa;3501;Velký Grunov;779571
Czech Republic;CZ;Česká Lípa;3501;Velký Valtinov;779822
Czech Republic;CZ;Česká Lípa;3501;Veselí nad Ploučnicí;609838
Czech Republic;CZ;Česká Lípa;3501;Vítkov u Dobranova;783676
Czech Republic;CZ;Česká Lípa;3501;Vlčí Důl;783684
Czech Republic;CZ;Česká Lípa;3501;Vojetín;795135
Czech Republic;CZ;Česká Lípa;3501;Volfartice;784907
Czech Republic;CZ;Česká Lípa;3501;Volfartická Nová Ves;784893
Czech Republic;CZ;Česká Lípa;3501;Vranov pod Ralskem;695289
Czech Republic;CZ;Česká Lípa;3501;Vrchovany;786497
Czech Republic;CZ;Česká Lípa;3501;Zahrádky u České Lípy;790273
Czech Republic;CZ;Česká Lípa;3501;Zakšín;790516
Czech Republic;CZ;Česká Lípa;3501;Zákupy;790567
Czech Republic;CZ;Česká Lípa;3501;Zátyní;791229
Czech Republic;CZ;Česká Lípa;3501;Zbyny;791971
Czech Republic;CZ;Česká Lípa;3501;Žandov u České Lípy;794481
Czech Republic;CZ;Česká Lípa;3501;Žďár v Podbezdězí;795143
Czech Republic;CZ;Česká Lípa;3501;Ždírec v Podbezdězí;795593
Czech Republic;CZ;Česká Lípa;3501;Žizníkov;797391
Czech Republic;CZ;České Budějovice;3301;Adamov u Českých Budějovic;600032
Czech Republic;CZ;České Budějovice;3301;Bavorovice;639583
Czech Republic;CZ;České Budějovice;3301;Bečice;797014
Czech Republic;CZ;České Budějovice;3301;Bedřichov u Horní Stropnice;644153
Czech Republic;CZ;České Budějovice;3301;Bohunice nad Vltavou;787175
Czech Republic;CZ;České Budějovice;3301;Borek u Českých Budějovic;607525
Czech Republic;CZ;České Budějovice;3301;Borovany;607746
Czech Republic;CZ;České Budějovice;3301;Borovnice u Českých Budějovic;702056
Czech Republic;CZ;České Budějovice;3301;Boršov nad Vltavou;608025
Czech Republic;CZ;České Budějovice;3301;Bošilec;608572
Czech Republic;CZ;České Budějovice;3301;Božejov u Nových Hradů;794503
Czech Republic;CZ;České Budějovice;3301;Branišov u Dubného;633615
Czech Republic;CZ;České Budějovice;3301;Branišovice u Římova;745642
Czech Republic;CZ;České Budějovice;3301;Břehov;794147
Czech Republic;CZ;České Budějovice;3301;Březí u Trhových Svinů;702498
Czech Republic;CZ;České Budějovice;3301;Březí u Týna nad Vltavou;613941
Czech Republic;CZ;České Budějovice;3301;Buková u Nových Hradů;794511
Czech Republic;CZ;České Budějovice;3301;Bukvice u Trhových Svinů;768201
Czech Republic;CZ;České Budějovice;3301;Byňov;706191
Czech Republic;CZ;České Budějovice;3301;Bzí u Dolního Bukovska;763772
Czech Republic;CZ;České Budějovice;3301;Čakov u Českých Budějovic;656747
Czech Republic;CZ;České Budějovice;3301;Čakovec;656755
Czech Republic;CZ;České Budějovice;3301;Čejkovice u Hluboké nad Vltavou;618993
Czech Republic;CZ;České Budějovice;3301;Čenkov u Bechyně;619477
Czech Republic;CZ;České Budějovice;3301;Červený Újezdec;668460
Czech Republic;CZ;České Budějovice;3301;České Budějovice 1;621919
Czech Republic;CZ;České Budějovice;3301;České Budějovice 2;621943
Czech Republic;CZ;České Budějovice;3301;České Budějovice 3;622052
Czech Republic;CZ;České Budějovice;3301;České Budějovice 4;622222
Czech Republic;CZ;České Budějovice;3301;České Budějovice 5;622281
Czech Republic;CZ;České Budějovice;3301;České Budějovice 6;622346
Czech Republic;CZ;České Budějovice;3301;České Budějovice 7;622486
Czech Republic;CZ;České Budějovice;3301;České Vrbné;622729
Czech Republic;CZ;České Budějovice;3301;Češnovice;721093
Czech Republic;CZ;České Budějovice;3301;Čížkrajice;624128
Czech Republic;CZ;České Budějovice;3301;Dasný;624781
Czech Republic;CZ;České Budějovice;3301;Dehtáře u Českých Budějovic;794155
Czech Republic;CZ;České Budějovice;3301;Dívčice;626180
Czech Republic;CZ;České Budějovice;3301;Dlouhá Stropnice;644161
Czech Republic;CZ;České Budějovice;3301;Dobrá Voda u Českých Budějovic;622320
Czech Republic;CZ;České Budějovice;3301;Dobrá Voda u Horní Stropnice;644170
Czech Republic;CZ;České Budějovice;3301;Dobrkovská Lhotka;749869
Czech Republic;CZ;České Budějovice;3301;Dobřejovice u Hosína;645524
Czech Republic;CZ;České Budějovice;3301;Dobšice u Týna nad Vltavou;628077
Czech Republic;CZ;České Budějovice;3301;Dolní Bukovsko;628824
Czech Republic;CZ;České Budějovice;3301;Dolní Miletín;685143
Czech Republic;CZ;České Budějovice;3301;Dolní Slověnice;750727
Czech Republic;CZ;České Budějovice;3301;Dolní Stropnice;745651
Czech Republic;CZ;České Budějovice;3301;Doubrava nad Vltavou;631124
Czech Republic;CZ;České Budějovice;3301;Doubravice u Českých Budějovic;702064
Czech Republic;CZ;České Budějovice;3301;Doubravka u Týna nad Vltavou;654043
Czech Republic;CZ;České Budějovice;3301;Doudleby;631400
Czech Republic;CZ;České Budějovice;3301;Drahotěšice;631833
Czech Republic;CZ;České Budějovice;3301;Dražíč;632198
Czech Republic;CZ;České Budějovice;3301;Dříteň;633135
Czech Republic;CZ;České Budějovice;3301;Dubičné;633534
Czech Republic;CZ;České Budějovice;3301;Dubné;633623
Czech Republic;CZ;České Budějovice;3301;Dvorec u Třebče;769371
Czech Republic;CZ;České Budějovice;3301;Dynín;634255
Czech Republic;CZ;České Budějovice;3301;Habří u Lipí;683990
Czech Republic;CZ;České Budějovice;3301;Haklovy Dvory;636797
Czech Republic;CZ;České Budějovice;3301;Hartmanice u Žimutic;797031
Czech Republic;CZ;České Budějovice;3301;Heřmaň u Českých Budějovic;702072
Czech Republic;CZ;České Budějovice;3301;Hlavatce u Českých Budějovic;746681
Czech Republic;CZ;České Budějovice;3301;Hlincová Hora;639192
Czech Republic;CZ;České Budějovice;3301;Hlinsko u Vráta;785679
Czech Republic;CZ;České Budějovice;3301;Hluboká nad Vltavou;639605
Czech Republic;CZ;České Budějovice;3301;Hluboká u Borovan;607754
Czech Republic;CZ;České Budějovice;3301;Hněvkovice u Týna nad Vltavou;772194
Czech Republic;CZ;České Budějovice;3301;Hojná Voda;644188
Czech Republic;CZ;České Budějovice;3301;Holašovice;656763
Czech Republic;CZ;České Budějovice;3301;Homole;641588
Czech Republic;CZ;České Budějovice;3301;Horní Bukovsko;642673
Czech Republic;CZ;České Budějovice;3301;Horní Miletín;685151
Czech Republic;CZ;České Budějovice;3301;Horní Slověnice;750735
Czech Republic;CZ;České Budějovice;3301;Horní Stropnice;644196
Czech Republic;CZ;České Budějovice;3301;Hosín;645532
Czech Republic;CZ;České Budějovice;3301;Hosty;646016
Czech Republic;CZ;České Budějovice;3301;Hradce u Homol;641596
Czech Republic;CZ;České Budějovice;3301;Hranice u Nových Hradů;647888
Czech Republic;CZ;České Budějovice;3301;Hrdějovice;648001
Czech Republic;CZ;České Budějovice;3301;Hroznějovice;670049
Czech Republic;CZ;České Budějovice;3301;Hůrky u Lišova;649589
Czech Republic;CZ;České Budějovice;3301;Hůry;649651
Czech Republic;CZ;České Budějovice;3301;Hvozdec u Lišova;793914
Czech Republic;CZ;České Budějovice;3301;Chlum nad Malší;760218
Czech Republic;CZ;České Budějovice;3301;Chotýčany;653501
Czech Republic;CZ;České Budějovice;3301;Chrášťany u Týna nad Vltavou;654051
Czech Republic;CZ;České Budějovice;3301;Chvalešovice;654981
Czech Republic;CZ;České Budějovice;3301;Jankov u Českých Budějovic;656780
Czech Republic;CZ;České Budějovice;3301;Jaronice;633631
Czech Republic;CZ;České Budějovice;3301;Jaroslavice u Kostelce;670057
Czech Republic;CZ;České Budějovice;3301;Jedovary;780880
Czech Republic;CZ;České Budějovice;3301;Jelmo;683027
Czech Republic;CZ;České Budějovice;3301;Jeznice;659452
Czech Republic;CZ;České Budějovice;3301;Jílovice u Trhových Svinů;660141
Czech Republic;CZ;České Budějovice;3301;Jivno;743461
Czech Republic;CZ;České Budějovice;3301;Kaliště u Českých Budějovic;662208
Czech Republic;CZ;České Budějovice;3301;Kaliště u Lipí;684007
Czech Republic;CZ;České Budějovice;3301;Kamenná u Trhových Svinů;662712
Czech Republic;CZ;České Budějovice;3301;Kamenný Újezd;662925
Czech Republic;CZ;České Budějovice;3301;Keblany;749885
Czech Republic;CZ;České Budějovice;3301;Knín;613959
Czech Republic;CZ;České Budějovice;3301;Kočín;613967
Czech Republic;CZ;České Budějovice;3301;Kojákovice;667773
Czech Republic;CZ;České Budějovice;3301;Kolný;668478
Czech Republic;CZ;České Budějovice;3301;Koloděje nad Lužnicí;668516
Czech Republic;CZ;České Budějovice;3301;Koloměřice;654060
Czech Republic;CZ;České Budějovice;3301;Komařice;668753
Czech Republic;CZ;České Budějovice;3301;Kondrač;662739
Czech Republic;CZ;České Budějovice;3301;Konratice;744352
Czech Republic;CZ;České Budějovice;3301;Kosov u Opalic;711381
Czech Republic;CZ;České Budějovice;3301;Kostelec;670065
Czech Republic;CZ;České Budějovice;3301;Krakovčice;797057
Czech Republic;CZ;České Budějovice;3301;Kramolín u Kojákovic;667781
Czech Republic;CZ;České Budějovice;3301;Krasejovka;673111
Czech Republic;CZ;České Budějovice;3301;Křenovice u Dubného;633640
Czech Republic;CZ;České Budějovice;3301;Křtěnov;613975
Czech Republic;CZ;České Budějovice;3301;Kvítkovice u Lipí;684015
Czech Republic;CZ;České Budějovice;3301;Ledenice;679798
Czech Republic;CZ;České Budějovice;3301;Lékařova Lhota;746690
Czech Republic;CZ;České Budějovice;3301;Levín u Lišova;685160
Czech Republic;CZ;České Budějovice;3301;Lhota pod Horami;765783
Czech Republic;CZ;České Budějovice;3301;Lhota u Dynína;634271
Czech Republic;CZ;České Budějovice;3301;Lhota u Vlachnovic;783242
Czech Republic;CZ;České Budějovice;3301;Lhotice u Českých Budějovic;668486
Czech Republic;CZ;České Budějovice;3301;Lhotka u Třebče;769380
Czech Republic;CZ;České Budějovice;3301;Libín;682829
Czech Republic;CZ;České Budějovice;3301;Libníč;683035
Czech Republic;CZ;České Budějovice;3301;Lipanovice;789275
Czech Republic;CZ;České Budějovice;3301;Lipí;684023
Czech Republic;CZ;České Budějovice;3301;Lipnice u Kojákovic;667790
Czech Republic;CZ;České Budějovice;3301;Líšnice u Kostelce;670073
Czech Republic;CZ;České Budějovice;3301;Lišov;685178
Czech Republic;CZ;České Budějovice;3301;Litoradlice;685828
Czech Republic;CZ;České Budějovice;3301;Litvínovice;686204
Czech Republic;CZ;České Budějovice;3301;Ločenice;686301
Czech Republic;CZ;České Budějovice;3301;Lomec;756571
Czech Republic;CZ;České Budějovice;3301;Malé Chrášťany;746703
Czech Republic;CZ;České Budějovice;3301;Mazelov;762440
Czech Republic;CZ;České Budějovice;3301;Mezilesí u Trhových Svinů;624144
Czech Republic;CZ;České Budějovice;3301;Meziluží;644234
Czech Republic;CZ;České Budějovice;3301;Mladošovice;697125
Czech Republic;CZ;České Budějovice;3301;Modrá Hůrka;763802
Czech Republic;CZ;České Budějovice;3301;Mohuřice;749907
